year,month,bidding_no,vehicle_class,quota,bids_success,bids_received,premium,CPI
2018,2018-06,1,Category C,425,417,685,29902,99.438
2018,2018-06,1,Category D,572,487,828,7001,99.438
2018,2018-06,1,Category E,559,525,927,37000,99.438
2018,2018-06,2,Category A,1446,1437,1818,34110,99.438
2018,2018-06,2,Category B,1316,1311,1729,33900,99.438
2018,2018-06,2,Category C,308,293,548,32001,99.438
2018,2018-06,2,Category D,527,517,771,6889,99.438
2018,2018-06,2,Category E,581,580,868,34400,99.438
2018,2018-07,1,Category A,1435,1427,1626,25000,99.438
2018,2018-07,1,Category B,1288,1288,1637,31000,99.438
2018,2018-07,1,Category C,313,272,535,31092,99.438
2018,2018-07,1,Category D,612,587,807,6514,99.438
2018,2018-07,1,Category E,591,582,975,31001,99.438
2018,2018-07,2,Category A,1443,1412,3100,32699,99.438
2018,2018-07,2,Category B,1285,1278,1919,32551,99.438
2018,2018-07,2,Category C,320,249,538,30889,99.438
2018,2018-07,2,Category D,537,533,772,6189,99.438
2018,2018-07,2,Category E,558,558,1082,32809,99.438
2018,2018-08,1,Category A,1672,1672,3633,33798,99.438
2018,2018-08,1,Category B,1265,1256,2132,34381,99.438
2018,2018-08,1,Category C,379,330,549,30389,99.438
2018,2018-08,1,Category D,845,791,1208,5514,99.438
2018,2018-08,1,Category E,536,524,896,33420,99.438
2018,2018-08,2,Category A,1695,1695,2948,31997,99.438
2018,2018-08,2,Category B,1272,1259,2031,32429,99.438
2018,2018-08,2,Category C,409,204,635,29902,99.438
2018,2018-08,2,Category D,824,823,1176,4889,99.438
2018,2018-08,2,Category E,527,525,927,32311,99.438
2018,2018-09,1,Category A,1664,1661,2488,30209,99.438
2018,2018-09,1,Category B,1274,1268,1959,32001,99.438
2018,2018-09,1,Category C,386,381,612,27001,99.438
2018,2018-09,1,Category D,874,867,1213,4390,99.438
2018,2018-09,1,Category E,540,506,1006,31801,99.438
2018,2018-09,2,Category A,1664,1655,2059,28000,99.438
2018,2018-09,2,Category B,1278,1269,1859,31307,99.438
2018,2018-09,2,Category C,542,529,921,27104,99.438
2018,2018-09,2,Category D,821,821,1098,4214,99.438
2018,2018-09,2,Category E,530,519,928,32000,99.438
2018,2018-10,1,Category A,1668,1665,2059,28457,99.438
2018,2018-10,1,Category B,1271,1241,1886,31301,99.438
2018,2018-10,1,Category C,342,340,522,28501,99.438
2018,2018-10,1,Category D,827,809,1140,4109,99.438
2018,2018-10,1,Category E,561,543,1066,32552,99.438
2018,2018-10,2,Category A,1674,1672,1811,25556,99.438
2018,2018-10,2,Category B,1273,1267,1856,31302,99.438
2018,2018-10,2,Category C,350,349,470,29501,99.438
2018,2018-10,2,Category D,819,819,1201,3951,99.438
2018,2018-10,2,Category E,539,527,779,32900,99.438
2018,2018-11,1,Category A,1819,1757,1616,28199,99.438
2018,2018-11,1,Category B,1265,1262,2142,32302,99.438
2018,2018-11,1,Category C,332,332,460,29501,99.438
2018,2018-11,1,Category D,1121,1104,1543,2509,99.438
2018,2018-11,1,Category E,557,544,862,32000,99.438
2018,2018-11,2,Category A,1818,1744,2231,25000,99.438
2018,2018-11,2,Category B,1241,1234,1786,31101,99.438
2018,2018-11,2,Category C,331,327,580,27509,99.438
2018,2018-11,2,Category D,1103,1093,1423,2989,99.438
2018,2018-11,2,Category E,552,546,930,30959,99.438
2018,2018-12,1,Category A,1878,1878,2177,23568,99.438
2018,2018-12,1,Category B,1239,1230,1780,31001,99.438
2018,2018-12,1,Category C,329,328,489,27009,99.438
2018,2018-12,1,Category D,1121,1113,1483,3399,99.438
2018,2018-12,1,Category E,552,546,1021,30851,99.438
2018,2018-12,2,Category A,1890,1887,2729,25501,99.438
2018,2018-12,2,Category B,1243,1235,1804,31001,99.438
2018,2018-12,2,Category C,333,318,503,27001,99.438
2018,2018-12,2,Category D,1114,1114,1375,3789,99.438
2018,2018-12,2,Category E,545,545,778,31809,99.438
2019,2019-01,1,Category A,1815,1804,2707,25920,100
2019,2019-01,1,Category B,1245,1242,1818,32200,100
2019,2019-01,1,Category C,330,308,472,27002,100
2019,2019-01,1,Category D,1112,1103,1396,3610,100
2019,2019-01,1,Category E,546,540,776,32909,100
2019,2019-01,2,Category A,1818,1818,2864,26170,100
2019,2019-01,2,Category B,1244,1230,2119,33989,100
2019,2019-01,2,Category C,344,342,537,26230,100
2019,2019-01,2,Category D,1104,1104,1473,2889,100
2019,2019-01,2,Category E,540,530,797,33689,100
2019,2019-02,1,Category A,1662,1653,2371,25689,100
2019,2019-02,1,Category B,1202,1169,1937,34509,100
2019,2019-02,1,Category C,326,324,466,26378,100
2019,2019-02,1,Category D,834,834,1164,3709,100
2019,2019-02,1,Category E,403,392,545,35310,100
2019,2019-02,2,Category A,1650,1650,2261,26301,100
2019,2019-02,2,Category B,1214,1213,1993,35403,100
2019,2019-02,2,Category C,306,306,433,26914,100
2019,2019-02,2,Category D,826,817,1100,3689,100
2019,2019-02,2,Category E,407,407,658,36667,100
2019,2019-03,1,Category A,1659,1653,2213,26309,100
2019,2019-03,1,Category B,1233,1230,1903,36961,100
2019,2019-03,1,Category C,306,301,443,27010,100
2019,2019-03,1,Category D,825,822,1175,3602,100
2019,2019-03,1,Category E,408,405,689,37620,100
2019,2019-03,2,Category A,1650,1647,2204,26659,100
2019,2019-03,2,Category B,1201,1195,1878,39401,100
2019,2019-03,2,Category C,304,304,411,27021,100
2019,2019-03,2,Category D,834,825,1039,3469,100
2019,2019-03,2,Category E,397,396,730,41000,100
2019,2019-04,1,Category A,1656,1650,2338,29159,100
2019,2019-04,1,Category B,1202,1202,1782,43102,100
2019,2019-04,1,Category C,309,304,431,27589,100
2019,2019-04,1,Category D,829,803,1193,3501,100
2019,2019-04,1,Category E,400,391,648,48209,100
2019,2019-04,2,Category A,1653,1603,2249,33199,100
2019,2019-04,2,Category B,1205,1181,1634,48000,100
2019,2019-04,2,Category C,304,284,560,32001,100
2019,2019-04,2,Category D,835,834,1129,3452,100
2019,2019-04,2,Category E,398,391,667,52410,100
2019,2019-05,1,Category A,1431,1431,1988,36704,100
2019,2019-05,1,Category B,1139,1139,1360,48010,100
2019,2019-05,1,Category C,394,394,610,28559,100
2019,2019-05,1,Category D,923,896,1154,3352,100
2019,2019-05,1,Category E,384,379,513,52502,100
2019,2019-05,2,Category A,1475,1475,1799,27000,100
2019,2019-05,2,Category B,1163,1161,1407,42564,100
2019,2019-05,2,Category C,409,406,600,27400,100
2019,2019-05,2,Category D,898,886,1193,3202,100
2019,2019-05,2,Category E,382,375,626,47000,100
2019,2019-06,1,Category A,1424,1417,1902,30009,100
2019,2019-06,1,Category B,1139,1137,1346,39728,100
2019,2019-06,1,Category C,389,389,535,25502,100
2019,2019-06,1,Category D,925,920,1149,3090,100
2019,2019-06,1,Category E,380,375,724,42002,100
2019,2019-06,2,Category A,1424,1225,1742,26999,100
2019,2019-06,2,Category B,1141,1137,1418,35906,100
2019,2019-06,2,Category C,393,390,607,25501,100
2019,2019-06,2,Category D,909,906,1187,3000,100
2019,2019-06,2,Category E,381,380,536,39400,100
2019,2019-07,1,Category A,1431,1428,1795,28589,100
2019,2019-07,1,Category B,1141,1135,1390,34000,100
2019,2019-07,1,Category C,390,382,649,25089,100
2019,2019-07,1,Category D,902,890,1141,3081,100
2019,2019-07,1,Category E,379,377,523,36901,100
2019,2019-07,2,Category A,1623,1617,1902,26667,100
2019,2019-07,2,Category B,1143,1140,1677,39406,100
2019,2019-07,2,Category C,393,393,657,24599,100
2019,2019-07,2,Category D,900,897,1193,3554,100
2019,2019-07,2,Category E,375,367,751,39889,100
2019,2019-08,1,Category A,1059,1059,2023,32725,100
2019,2019-08,1,Category B,1047,1043,1487,40001,100
2019,2019-08,1,Category C,292,273,492,27800,100
2019,2019-08,1,Category D,751,751,1040,4400,100
2019,2019-08,1,Category E,357,353,589,40512,100
2019,2019-08,2,Category A,1062,1062,1725,31917,100
2019,2019-08,2,Category B,1045,1043,1415,38602,100
2019,2019-08,2,Category C,283,283,446,26501,100
2019,2019-08,2,Category D,742,574,1010,4301,100
2019,2019-08,2,Category E,363,353,593,40002,100
2019,2019-09,1,Category A,1056,1056,1656,31783,100
2019,2019-09,1,Category B,1046,1040,1289,36001,100
2019,2019-09,1,Category C,302,299,446,25502,100
2019,2019-09,1,Category D,739,712,1086,4089,100
2019,2019-09,1,Category E,359,350,552,37912,100
2019,2019-09,2,Category A,1056,1053,1453,31759,100
2019,2019-09,2,Category B,1044,1042,1418,37000,100
2019,2019-09,2,Category C,283,282,544,25556,100
2019,2019-09,2,Category D,907,893,1197,3601,100
2019,2019-09,2,Category E,365,350,632,40000,100
2019,2019-10,1,Category A,1057,1033,1659,34001,100
2019,2019-10,1,Category B,1048,1042,1559,41361,100
2019,2019-10,1,Category C,286,286,522,26509,100
2019,2019-10,1,Category D,765,763,1036,3800,100
2019,2019-10,1,Category E,364,358,601,41001,100
2019,2019-10,2,Category A,1060,1056,1467,32309,100
2019,2019-10,2,Category B,1044,1037,1503,41805,100
2019,2019-10,2,Category C,284,279,439,26001,100
2019,2019-10,2,Category D,753,746,989,3889,100
2019,2019-10,2,Category E,369,356,506,42020,100
2019,2019-11,1,Category A,1043,1031,1302,30000,100
2019,2019-11,1,Category B,1017,1016,1296,40009,100
2019,2019-11,1,Category C,318,318,440,25392,100
2019,2019-11,1,Category D,693,691,831,1,100
2019,2019-11,1,Category E,383,376,587,40101,100
2019,2019-11,2,Category A,1023,1012,1468,32000,100
2019,2019-11,2,Category B,1019,1016,1331,39700,100
2019,2019-11,2,Category C,322,322,495,24502,100
2019,2019-11,2,Category D,698,692,974,3921,100
2019,2019-11,2,Category E,390,383,540,40889,100
2019,2019-12,1,Category A,1030,1013,1386,33009,100
2019,2019-12,1,Category B,1013,1003,1265,37900,100
2019,2019-12,1,Category C,318,315,402,23704,100
2019,2019-12,1,Category D,693,678,908,3789,100
2019,2019-12,1,Category E,384,377,518,38889,100
2019,2019-12,2,Category A,1029,1013,1256,32889,100
2019,2019-12,2,Category B,1015,1015,1251,36000,100
2019,2019-12,2,Category C,318,307,441,23200,100
2019,2019-12,2,Category D,697,696,850,3658,100
2019,2019-12,2,Category E,384,373,496,37989,100
2020,2020-01,1,Category A,1035,1026,1450,35320,99.818
2020,2020-01,1,Category B,1022,1021,1229,37109,99.818
2020,2020-01,1,Category C,321,321,457,24402,99.818
2020,2020-01,1,Category D,707,706,1084,3989,99.818
2020,2020-01,1,Category E,384,377,541,38000,99.818
2020,2020-01,2,Category A,1034,1025,1390,35010,99.818
2020,2020-01,2,Category B,1012,1008,1157,37705,99.818
2020,2020-01,2,Category C,329,292,504,25001,99.818
2020,2020-01,2,Category D,693,693,936,4610,99.818
2020,2020-01,2,Category E,388,388,528,37500,99.818
2020,2020-02,1,Category A,982,977,1204,30010,99.818
2020,2020-02,1,Category B,984,980,1173,30890,99.818
2020,2020-02,1,Category C,314,314,504,25013,99.818
2020,2020-02,1,Category D,578,562,821,4401,99.818
2020,2020-02,1,Category E,335,330,525,34900,99.818
2020,2020-02,2,Category A,982,973,1564,32999,99.818
2020,2020-02,2,Category B,987,978,1459,32889,99.818
2020,2020-02,2,Category C,352,219,561,25001,99.818
2020,2020-02,2,Category D,577,574,729,4309,99.818
2020,2020-02,2,Category E,328,324,550,33301,99.818
2020,2020-03,1,Category A,978,973,1436,32699,99.818
2020,2020-03,1,Category B,987,987,1347,32801,99.818
2020,2020-03,1,Category C,315,315,504,24202,99.818
2020,2020-03,1,Category D,593,587,785,4310,99.818
2020,2020-03,1,Category E,333,331,512,32500,99.818
2020,2020-03,2,Category A,982,962,1421,31210,99.818
2020,2020-03,2,Category B,992,943,1366,30012,99.818
2020,2020-03,2,Category C,448,448,708,22002,99.818
2020,2020-03,2,Category D,581,576,757,4489,99.818
2020,2020-03,2,Category E,331,324,503,32500,99.818
2020,2020-07,1,Category A,1289,1286,3061,33520,99.818
2020,2020-07,1,Category B,1291,1260,3160,35889,99.818
2020,2020-07,1,Category C,489,481,866,24502,99.818
2020,2020-07,1,Category D,869,856,1611,7702,99.818
2020,2020-07,1,Category E,444,436,937,34989,99.818
2020,2020-07,2,Category A,1304,1290,2485,32699,99.818
2020,2020-07,2,Category B,1339,1316,2497,35001,99.818
2020,2020-07,2,Category C,489,482,759,23888,99.818
2020,2020-07,2,Category D,869,864,1355,6510,99.818
2020,2020-07,2,Category E,448,438,714,35001,99.818
2020,2020-08,1,Category A,1022,1007,2047,33000,99.818
2020,2020-08,1,Category B,932,928,1985,37102,99.818
2020,2020-08,1,Category C,358,354,658,24100,99.818
2020,2020-08,1,Category D,503,497,720,7701,99.818
2020,2020-08,1,Category E,472,466,784,36502,99.818
2020,2020-08,2,Category A,1034,1019,2099,35710,99.818
2020,2020-08,2,Category B,923,912,1727,38802,99.818
2020,2020-08,2,Category C,357,356,586,25006,99.818
2020,2020-08,2,Category D,495,491,797,7432,99.818
2020,2020-08,2,Category E,474,467,764,38110,99.818
2020,2020-09,1,Category A,1035,1035,1737,37766,99.818
2020,2020-09,1,Category B,904,892,1715,41510,99.818
2020,2020-09,1,Category C,354,350,525,26644,99.818
2020,2020-09,1,Category D,496,488,691,7399,99.818
2020,2020-09,1,Category E,470,470,672,40790,99.818
2020,2020-09,2,Category A,1034,1031,1540,38504,99.818
2020,2020-09,2,Category B,912,912,1497,40989,99.818
2020,2020-09,2,Category C,351,346,591,28589,99.818
2020,2020-09,2,Category D,494,492,642,7331,99.818
2020,2020-09,2,Category E,471,468,671,41001,99.818
2020,2020-10,1,Category A,912,907,1272,36534,99.818
2020,2020-10,1,Category B,805,800,1218,40690,99.818
2020,2020-10,1,Category C,316,314,587,33089,99.818
2020,2020-10,1,Category D,429,420,677,7451,99.818
2020,2020-10,1,Category E,427,426,688,40301,99.818
2020,2020-10,2,Category A,916,907,1323,37334,99.818
2020,2020-10,2,Category B,793,793,1272,40990,99.818
2020,2020-10,2,Category C,316,315,538,33778,99.818
2020,2020-10,2,Category D,423,410,560,7300,99.818
2020,2020-10,2,Category E,430,373,672,39889,99.818
2020,2020-11,1,Category A,967,952,1262,35990,99.818
2020,2020-11,1,Category B,1013,985,1415,39000,99.818
2020,2020-11,1,Category C,370,370,558,31502,99.818
2020,2020-11,1,Category D,533,532,727,7251,99.818
2020,2020-11,1,Category E,464,463,683,39500,99.818
2020,2020-11,2,Category A,972,966,1361,37690,99.818
2020,2020-11,2,Category B,1007,1006,1559,41101,99.818
2020,2020-11,2,Category C,369,367,597,30334,99.818
2020,2020-11,2,Category D,537,532,679,7300,99.818
2020,2020-11,2,Category E,520,512,803,41503,99.818
2020,2020-12,1,Category A,978,978,1620,40714,99.818
2020,2020-12,1,Category B,1035,1019,1712,45012,99.818
2020,2020-12,1,Category C,368,363,599,32889,99.818
2020,2020-12,1,Category D,526,522,767,7670,99.818
2020,2020-12,1,Category E,464,461,722,45510,99.818
2020,2020-12,2,Category A,969,966,1403,40556,99.818
2020,2020-12,2,Category B,1009,998,1631,49300,99.818
2020,2020-12,2,Category C,369,355,640,35201,99.818
2020,2020-12,2,Category D,530,507,710,7689,99.818
2020,2020-12,2,Category E,471,469,688,49500,99.818
2021,2021-01,1,Category A,-963,962,1280,40609,102.119
2021,2021-01,1,Category B,1023,1021,1396,49001,102.119
2021,2021-01,1,Category C,372,352,679,35900,102.119
2021,2021-01,1,Category D,529,498,692,7501,102.119
2021,2021-01,1,Category E,467,463,758,49489,102.119
2021,2021-01,2,Category A,966,946,1309,43501,102.119
2021,2021-01,2,Category B,1018,1018,1338,50100,102.119
2021,2021-01,2,Category C,381,378,671,40999,102.119
2021,2021-01,2,Category D,548,535,706,7589,102.119
2021,2021-01,2,Category E,466,458,705,51900,102.119
2021,2021-02,1,Category A,885,881,1098,42000,102.119
2021,2021-02,1,Category B,943,943,1107,46790,102.119
2021,2021-02,1,Category C,276,276,510,45001,102.119
2021,2021-02,1,Category D,572,572,705,7506,102.119
2021,2021-02,1,Category E,300,300,435,49778,102.119
2021,2021-02,2,Category A,903,900,1226,41001,102.119
2021,2021-02,2,Category B,942,938,1168,46002,102.119
2021,2021-02,2,Category C,259,223,424,40890,102.119
2021,2021-02,2,Category D,554,554,715,7500,102.119
2021,2021-02,2,Category E,304,302,503,47506,102.119
2021,2021-03,1,Category A,887,887,1175,41996,102.119
2021,2021-03,1,Category B,942,926,1121,45001,102.119
2021,2021-03,1,Category C,255,248,480,37513,102.119
2021,2021-03,1,Category D,542,524,707,7752,102.119
2021,2021-03,1,Category E,296,296,450,47001,102.119
2021,2021-03,2,Category A,886,879,1186,44589,102.119
2021,2021-03,2,Category B,946,932,1222,47001,102.119
2021,2021-03,2,Category C,292,286,507,39589,102.119
2021,2021-03,2,Category D,542,538,700,7791,102.119
2021,2021-03,2,Category E,298,291,430,47806,102.119
2021,2021-04,1,Category A,883,880,1212,45600,102.119
2021,2021-04,1,Category B,958,949,1524,52309,102.119
2021,2021-04,1,Category C,263,263,488,36134,102.119
2021,2021-04,1,Category D,560,524,735,8000,102.119
2021,2021-04,1,Category E,296,286,635,52200,102.119
2021,2021-04,2,Category A,890,883,1290,49640,102.119
2021,2021-04,2,Category B,956,949,1585,61190,102.119
2021,2021-04,2,Category C,262,256,441,44001,102.119
2021,2021-04,2,Category D,546,532,734,8000,102.119
2021,2021-04,2,Category E,303,295,633,62100,102.119
2021,2021-05,1,Category A,832,803,1100,48002,102.119
2021,2021-05,1,Category B,819,813,1244,60001,102.119
2021,2021-05,1,Category C,157,119,261,43001,102.119
2021,2021-05,1,Category D,650,639,901,8011,102.119
2021,2021-05,1,Category E,268,268,387,63002,102.119
2021,2021-05,2,Category A,835,834,1209,41801,102.119
2021,2021-05,2,Category B,817,817,1089,58089,102.119
2021,2021-05,2,Category C,164,83,315,41701,102.119
2021,2021-05,2,Category D,628,625,904,8701,102.119
2021,2021-05,2,Category E,266,260,400,62000,102.119
2021,2021-06,1,Category A,858,820,1439,48510,102.119
2021,2021-06,1,Category B,815,784,1107,60109,102.119
2021,2021-06,1,Category C,195,190,413,37002,102.119
2021,2021-06,1,Category D,626,624,776,8703,102.119
2021,2021-06,1,Category E,259,259,331,61112,102.119
2021,2021-06,2,Category A,830,823,1178,47821,102.119
2021,2021-06,2,Category B,809,799,983,56032,102.119
2021,2021-06,2,Category C,238,229,478,37000,102.119
2021,2021-06,2,Category D,618,577,864,8501,102.119
2021,2021-06,2,Category E,265,257,519,58001,102.119
2021,2021-07,1,Category A,867,864,1149,45001,102.119
2021,2021-07,1,Category B,840,840,1087,56100,102.119
2021,2021-07,1,Category C,162,159,340,38900,102.119
2021,2021-07,1,Category D,616,612,760,8502,102.119
2021,2021-07,1,Category E,259,257,416,57700,102.119
2021,2021-07,2,Category A,836,832,1240,47010,102.119
2021,2021-07,2,Category B,819,796,1107,59501,102.119
2021,2021-07,2,Category C,166,163,337,39523,102.119
2021,2021-07,2,Category D,655,649,863,8689,102.119
2021,2021-07,2,Category E,267,266,408,60001,102.119
2021,2021-08,1,Category A,805,804,1021,45189,102.119
2021,2021-08,1,Category B,771,751,980,56001,102.119
2021,2021-08,1,Category C,118,111,233,42589,102.119
2021,2021-08,1,Category D,449,449,667,8899,102.119
2021,2021-08,1,Category E,199,190,288,59599,102.119
2021,2021-08,2,Category A,806,806,1127,46689,102.119
2021,2021-08,2,Category B,794,793,1065,61001,102.119
2021,2021-08,2,Category C,118,113,220,40010,102.119
2021,2021-08,2,Category D,451,447,635,9500,102.119
2021,2021-08,2,Category E,198,197,408,64901,102.119
2021,2021-09,1,Category A,804,790,1124,47000,102.119
2021,2021-09,1,Category B,791,788,1080,62600,102.119
2021,2021-09,1,Category C,122,113,211,40001,102.119
2021,2021-09,1,Category D,445,445,562,9689,102.119
2021,2021-09,1,Category E,206,190,319,64700,102.119
2021,2021-09,2,Category A,803,795,1040,48000,102.119
2021,2021-09,2,Category B,772,768,1189,68310,102.119
2021,2021-09,2,Category C,120,110,203,39000,102.119
2021,2021-09,2,Category D,449,443,658,9089,102.119
2021,2021-09,2,Category E,198,186,400,70002,102.119
2021,2021-10,1,Category A,816,812,1077,47001,102.119
2021,2021-10,1,Category B,774,774,1130,70200,102.119
2021,2021-10,1,Category C,125,123,233,38890,102.119
2021,2021-10,1,Category D,444,438,633,9052,102.119
2021,2021-10,1,Category E,214,200,442,72756,102.119
2021,2021-10,2,Category A,811,806,1304,52709,102.119
2021,2021-10,2,Category B,774,767,1240,80210,102.119
2021,2021-10,2,Category C,126,125,252,40501,102.119
2021,2021-10,2,Category D,450,449,597,9310,102.119
2021,2021-10,2,Category E,210,191,391,85000,102.119
2021,2021-11,1,Category A,536,531,834,53709,102.119
2021,2021-11,1,Category B,587,581,839,82801,102.119
2021,2021-11,1,Category C,92,89,173,42001,102.119
2021,2021-11,1,Category D,417,409,543,9381,102.119
2021,2021-11,1,Category E,159,155,257,88000,102.119
2021,2021-11,2,Category A,537,535,706,55001,102.119
2021,2021-11,2,Category B,594,585,797,79601,102.119
2021,2021-11,2,Category C,91,91,164,43502,102.119
2021,2021-11,2,Category D,412,397,557,9381,102.119
2021,2021-11,2,Category E,164,133,253,86001,102.119
2021,2021-12,1,Category A,536,525,771,57010,102.119
2021,2021-12,1,Category B,593,593,822,80401,102.119
2021,2021-12,1,Category C,93,93,147,45000,102.119
2021,2021-12,1,Category D,420,400,584,9401,102.119
2021,2021-12,1,Category E,149,145,245,85000,102.119
2021,2021-12,2,Category A,534,534,740,58801,102.119
2021,2021-12,2,Category B,595,590,829,80989,102.119
2021,2021-12,2,Category C,90,89,150,44000,102.119
2021,2021-12,2,Category D,426,422,562,9601,102.119
2021,2021-12,2,Category E,177,177,241,83889,102.119
2022,2022-01,1,Category A,543,533,760,57599,108.671
2022,2022-01,1,Category B,587,586,712,77700,108.671
2022,2022-01,1,Category C,90,87,198,42200,108.671
2022,2022-01,1,Category D,431,429,573,9689,108.671
2022,2022-01,1,Category E,149,149,193,82501,108.671
2022,2022-01,2,Category A,531,526,711,57898,108.671
2022,2022-01,2,Category B,592,583,907,82001,108.671
2022,2022-01,2,Category C,91,91,149,43001,108.671
2022,2022-01,2,Category D,416,401,520,10000,108.671
2022,2022-01,2,Category E,145,145,226,83911,108.671
2022,2022-02,1,Category A,542,542,819,60761,108.671
2022,2022-02,1,Category B,550,549,865,86102,108.671
2022,2022-02,1,Category C,80,80,149,44001,108.671
2022,2022-02,1,Category D,406,405,555,10010,108.671
2022,2022-02,1,Category E,180,171,269,87000,108.671
2022,2022-02,2,Category A,536,524,876,63000,108.671
2022,2022-02,2,Category B,559,554,939,93590,108.671
2022,2022-02,2,Category C,76,61,194,46501,108.671
2022,2022-02,2,Category D,420,416,521,10589,108.671
2022,2022-02,2,Category E,180,180,300,93102,108.671
2022,2022-03,1,Category A,531,526,962,68501,108.671
2022,2022-03,1,Category B,551,551,860,94889,108.671
2022,2022-03,1,Category C,76,67,199,48889,108.671
2022,2022-03,1,Category D,405,403,602,11400,108.671
2022,2022-03,1,Category E,190,190,318,98890,108.671
2022,2022-03,2,Category A,543,542,849,71556,108.671
2022,2022-03,2,Category B,555,545,824,98889,108.671
2022,2022-03,2,Category C,91,91,166,51504,108.671
2022,2022-03,2,Category D,409,409,575,10501,108.671
2022,2022-03,2,Category E,180,177,344,99010,108.671
2022,2022-03,3,Category A,560,888,911,34522,108.671
2022,2022-04,1,Category A,536,536,723,72996,108.671
2022,2022-04,1,Category B,550,550,708,98389,108.671
2022,2022-04,1,Category C,85,84,210,54901,108.671
2022,2022-04,1,Category D,407,405,561,10503,108.671
2022,2022-04,1,Category E,180,174,290,99999,108.671
2022,2022-04,2,Category A,532,519,744,68699,108.671
2022,2022-04,2,Category B,560,559,687,90002,108.671
2022,2022-04,2,Category C,76,76,181,52002,108.671
2022,2022-04,2,Category D,404,355,539,9801,108.671
2022,2022-04,2,Category E,184,182,295,95801,108.671
2022,2022-05,1,Category A,612,612,804,70901,108.671
2022,2022-05,1,Category B,527,526,699,92090,108.671
2022,2022-05,1,Category C,104,100,184,50890,108.671
2022,2022-05,1,Category D,563,560,773,9489,108.671
2022,2022-05,1,Category E,195,195,283,91112,108.671
2022,2022-05,2,Category A,625,623,819,68001,108.671
2022,2022-05,2,Category B,528,523,709,95889,108.671
2022,2022-05,2,Category C,103,103,220,51501,108.671
2022,2022-05,2,Category D,609,600,899,9490,108.671
2022,2022-05,2,Category E,191,187,309,95901,108.671
2022,2022-06,1,Category A,612,607,874,73801,108.671
2022,2022-06,1,Category B,528,528,851,100684,108.671
2022,2022-06,1,Category C,107,107,203,53002,108.671
2022,2022-06,1,Category D,563,542,859,10000,108.671
2022,2022-06,1,Category E,190,185,316,100697,108.671
2022,2022-06,2,Category A,614,598,850,74989,108.671
2022,2022-06,2,Category B,531,531,822,106001,108.671
2022,2022-06,2,Category C,103,103,224,53011,108.671
2022,2022-06,2,Category D,570,570,717,10302,108.671
2022,2022-06,2,Category E,194,190,276,104400,108.671
